Timestamp,File Path,Program Name,SHA-1 Hash,Timeline Entry Number,Entry Type,Timestamp Description,Raw Entry
,C:\WINDOWS\System32\msdtc.exe,,,32,ShimcacheFileEntry,,"{""cache_entry_position"":31,""controlset"":1,""data_size"":136,""data"":[0,2,0,0,4,0,0,0,1,0,0,0,1,0,100,134,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0,0,4,0,0,4,0,0,0,0,0,0,0,64,0,0,0,4,0,0,0,0,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0],""entry_type"":{""File"":{""path"":""C:\\WINDOWS\\System32\\msdtc.exe""}},""executed"":null,""last_modified_ts"":""2026-04-03T23:44:37.889Z"",""path_size"":58,""signature"":""10ts""}"
,C:\Program Files\Common Files\VMware\Drivers\vss\comreg.exe,,,33,ShimcacheFileEntry,,"{""cache_entry_position"":32,""controlset"":1,""data_size"":160,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,1,0,100,134,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0,0,4,0,0,4,0,0,0,3,0,0,0,64,0,0,0,4,0,0,0,1,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0,128,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0],""entry_type"":{""File"":{""path"":""C:\\Program Files\\Common Files\\VMware\\Drivers\\vss\\comreg.exe""}},""executed"":null,""last_modified_ts"":""2024-09-10T12:08:04Z"",""path_size"":118,""signature"":""10ts""}"
,C:\Program Files\VMware\VMware Tools\vmtoolsd.exe,,,34,ShimcacheFileEntry,,"{""cache_entry_position"":33,""controlset"":1,""data_size"":136,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,1,0,100,134,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0,0,4,0,0,4,0,0,0,3,0,0,0,64,0,0,0,4,0,0,0,1,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0],""entry_type"":{""File"":{""path"":""C:\\Program Files\\VMware\\VMware Tools\\vmtoolsd.exe""}},""executed"":null,""last_modified_ts"":""2024-09-10T11:59:56Z"",""path_size"":98,""signature"":""10ts""}"
,C:\WINDOWS\system32\midisrv.exe,,,35,ShimcacheFileEntry,,"{""cache_entry_position"":34,""controlset"":1,""data_size"":148,""data"":[0,2,0,0,4,0,0,0,1,0,0,0,1,0,100,134,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0,0,4,0,0,4,0,0,0,0,0,0,0,64,0,0,0,4,0,0,0,0,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0,128,0,0,0,4,0,0,0,0,0,0,0],""entry_type"":{""File"":{""path"":""C:\\WINDOWS\\system32\\midisrv.exe""}},""executed"":null,""last_modified_ts"":""2026-04-03T23:44:46.006Z"",""path_size"":62,""signature"":""10ts""}"
,C:\Program Files\VMware\VMware Tools\VMware VGAuth\VGAuthService.exe,,,36,ShimcacheFileEntry,,"{""cache_entry_position"":35,""controlset"":1,""data_size"":148,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,1,0,100,134,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0,0,4,0,0,4,0,0,0,3,0,0,0,64,0,0,0,4,0,0,0,1,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0],""entry_type"":{""File"":{""path"":""C:\\Program Files\\VMware\\VMware Tools\\VMware VGAuth\\VGAuthService.exe""}},""executed"":null,""last_modified_ts"":""2024-09-10T11:14:06Z"",""path_size"":136,""signature"":""10ts""}"
2026-04-03T23:45:07.194Z,C:\Windows\syswow64\MsiExec.exe,,,37,ShimcacheFileEntry,Shimcache pattern match,"{""cache_entry_position"":36,""controlset"":1,""data_size"":604,""data"":[0,2,0,0,4,0,0,0,1,0,0,0,1,0,76,1,200,1,0,0,122,31,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,76,1,0,0,0,8,0,0,2,0,0,0,76,1,0,0,0,4,0,0,4,0,0,0,0,0,0,0,64,0,0,0,4,0,0,0,0,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0],""entry_type"":{""File"":{""path"":""C:\\Windows\\syswow64\\MsiExec.exe""}},""executed"":null,""last_modified_ts"":""2026-04-03T23:45:07.194Z"",""path_size"":62,""signature"":""10ts""}"
,C:\Windows\Temp\{0056DB74-BFB5-41F3-BC26-6DB2D4DC9526}\.cr\vcredist_x64.exe,,,38,ShimcacheFileEntry,,"{""cache_entry_position"":37,""controlset"":1,""data_size"":84,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,76,1,0,0,0,8,0,0,2,0,0,0,76,1,0,0,0,4,0,0,4,0,0,0,3,0,0,0,64,0,0,0,4,0,0,0,1,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0],""entry_type"":{""File"":{""path"":""C:\\Windows\\Temp\\{0056DB74-BFB5-41F3-BC26-6DB2D4DC9526}\\.cr\\vcredist_x64.exe""}},""executed"":null,""last_modified_ts"":""2026-04-08T00:02:51.944Z"",""path_size"":150,""signature"":""10ts""}"
,C:\Users\CozyBear\AppData\Local\Temp\{64171BD0-863E-4DDE-8DF9-4F7E62DA4A3C}~setup\vcredist_x64.exe,,,39,ShimcacheFileEntry,,"{""cache_entry_position"":38,""controlset"":1,""data_size"":84,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,76,1,0,0,0,8,0,0,2,0,0,0,76,1,0,0,0,4,0,0,4,0,0,0,3,0,0,0,64,0,0,0,4,0,0,0,1,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0],""entry_type"":{""File"":{""path"":""C:\\Users\\CozyBear\\AppData\\Local\\Temp\\{64171BD0-863E-4DDE-8DF9-4F7E62DA4A3C}~setup\\vcredist_x64.exe""}},""executed"":null,""last_modified_ts"":""2026-04-08T00:02:48.678Z"",""path_size"":196,""signature"":""10ts""}"
,C:\Windows\Temp\{46D89F30-E457-4B6C-AAAF-D242E79C10FD}\.be\VC_redist.x86.exe,,,40,ShimcacheFileEntry,,"{""cache_entry_position"":39,""controlset"":1,""data_size"":84,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,76,1,0,0,0,8,0,0,2,0,0,0,76,1,0,0,0,4,0,0,4,0,0,0,3,0,0,0,64,0,0,0,4,0,0,0,1,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0],""entry_type"":{""File"":{""path"":""C:\\Windows\\Temp\\{46D89F30-E457-4B6C-AAAF-D242E79C10FD}\\.be\\VC_redist.x86.exe""}},""executed"":null,""last_modified_ts"":""2026-04-08T00:02:49.629Z"",""path_size"":152,""signature"":""10ts""}"
,C:\Windows\Temp\{D0ADB580-73AA-4F32-A8DC-603FEEC4DA52}\.cr\vcredist_x86.exe,,,41,ShimcacheFileEntry,,"{""cache_entry_position"":40,""controlset"":1,""data_size"":84,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,76,1,0,0,0,8,0,0,2,0,0,0,76,1,0,0,0,4,0,0,4,0,0,0,3,0,0,0,64,0,0,0,4,0,0,0,1,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0],""entry_type"":{""File"":{""path"":""C:\\Windows\\Temp\\{D0ADB580-73AA-4F32-A8DC-603FEEC4DA52}\\.cr\\vcredist_x86.exe""}},""executed"":null,""last_modified_ts"":""2026-04-08T00:02:49.028Z"",""path_size"":150,""signature"":""10ts""}"
,C:\Users\CozyBear\AppData\Local\Temp\{64171BD0-863E-4DDE-8DF9-4F7E62DA4A3C}~setup\vcredist_x86.exe,,,42,ShimcacheFileEntry,,"{""cache_entry_position"":41,""controlset"":1,""data_size"":84,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,76,1,0,0,0,8,0,0,2,0,0,0,76,1,0,0,0,4,0,0,4,0,0,0,3,0,0,0,64,0,0,0,4,0,0,0,1,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0],""entry_type"":{""File"":{""path"":""C:\\Users\\CozyBear\\AppData\\Local\\Temp\\{64171BD0-863E-4DDE-8DF9-4F7E62DA4A3C}~setup\\vcredist_x86.exe""}},""executed"":null,""last_modified_ts"":""2026-04-08T00:02:48.617Z"",""path_size"":196,""signature"":""10ts""}"
,SIGN.MEDIA=7BA9176 setup.exe,,,43,ShimcacheFileEntry,,"{""cache_entry_position"":42,""controlset"":1,""data_size"":72,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0,0,4,0,0,4,0,0,0,3,0,0,0,64,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0],""entry_type"":{""File"":{""path"":""SIGN.MEDIA=7BA9176 setup.exe""}},""executed"":null,""last_modified_ts"":""2024-09-10T12:32:32Z"",""path_size"":56,""signature"":""10ts""}"
,,2S-SoftwareAG.smasiCSV-Wizard,,44,ShimcacheProgramEntry,,"{""cache_entry_position"":43,""controlset"":1,""data_size"":100,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,1,0,100,134,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0],""entry_type"":{""Program"":{""raw_entry"":""00000009\t0007000200000000\t0000000000000000\t8664\t2S-SoftwareAG.smasiCSV-Wizard\t7yptcmbr7fw0r\t"",""unknown_u32"":""00000009"",""architecture"":""Amd64"",""program_name"":""2S-SoftwareAG.smasiCSV-Wizard"",""program_version"":""7.2.0.0"",""sdk_version"":""0.0.0.0"",""publisher_id"":""7yptcmbr7fw0r"",""neutral"":false}},""executed"":null,""last_modified_ts"":null,""path_size"":184,""signature"":""10ts""}"
,C:\Program Files\WindowsApps\2S-SoftwareAG.smasiCSV-Wizard_7.2.0.0_x64__7yptcmbr7fw0r\CSV-Wizard\CSV-Wizard.exe,,,45,ShimcacheFileEntry,,"{""cache_entry_position"":44,""controlset"":1,""data_size"":24,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0],""entry_type"":{""File"":{""path"":""C:\\Program Files\\WindowsApps\\2S-SoftwareAG.smasiCSV-Wizard_7.2.0.0_x64__7yptcmbr7fw0r\\CSV-Wizard\\CSV-Wizard.exe""}},""executed"":null,""last_modified_ts"":""2026-04-07T23:38:00.848Z"",""path_size"":222,""signature"":""10ts""}"
,,2S-SoftwareAG.smasiCSV-Wizard,,46,ShimcacheProgramEntry,,"{""cache_entry_position"":45,""controlset"":1,""data_size"":136,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,1,0,100,134,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0,0,4,0,0,4,0,0,0,0,0,0,0,64,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0],""entry_type"":{""Program"":{""raw_entry"":""00000009\t0007000200000000\t000a000055f00001\t8664\t2S-SoftwareAG.smasiCSV-Wizard\t7yptcmbr7fw0r\t"",""unknown_u32"":""00000009"",""architecture"":""Amd64"",""program_name"":""2S-SoftwareAG.smasiCSV-Wizard"",""program_version"":""7.2.0.0"",""sdk_version"":""10.0.22000.1"",""publisher_id"":""7yptcmbr7fw0r"",""neutral"":false}},""executed"":null,""last_modified_ts"":null,""path_size"":184,""signature"":""10ts""}"
2026-04-03T23:45:07.187Z,C:\WINDOWS\system32\msiexec.exe,,,47,ShimcacheFileEntry,Shimcache pattern match,"{""cache_entry_position"":46,""controlset"":1,""data_size"":604,""data"":[0,2,0,0,4,0,0,0,1,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0,0,4,0,0,4,0,0,0,0,0,0,0,64,0,0,0,4,0,0,0,0,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0,1,0,100,134,200,1,0,0,136,29,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,1,0,0,0,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0],""entry_type"":{""File"":{""path"":""C:\\WINDOWS\\system32\\msiexec.exe""}},""executed"":null,""last_modified_ts"":""2026-04-03T23:45:07.187Z"",""path_size"":62,""signature"":""10ts""}"
,,Microsoft.MicrosoftOfficeHub,,48,ShimcacheProgramEntry,,"{""cache_entry_position"":47,""controlset"":1,""data_size"":124,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,1,0,100,134,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0,0,4,0,0,4,0,0,0,0,0,0,0,64,0,0,0,4,0,0,0,0,0,0,0],""entry_type"":{""Program"":{""raw_entry"":""00000009\t00130a2c816b0000\t000a000065f40000\t8664\tMicrosoft.MicrosoftOfficeHub\t8wekyb3d8bbwe\t"",""unknown_u32"":""00000009"",""architecture"":""Amd64"",""program_name"":""Microsoft.MicrosoftOfficeHub"",""program_version"":""19.2604.33131.0"",""sdk_version"":""10.0.26100.0"",""publisher_id"":""8wekyb3d8bbwe"",""neutral"":false}},""executed"":null,""last_modified_ts"":null,""path_size"":182,""signature"":""10ts""}"
,C:\Users\CozyBear\AppData\Local\Temp\{B27D3415-CAFE-489B-BCE9-40F4D7291C6E}\.be\VC_redist.x64.exe,,,49,ShimcacheFileEntry,,"{""cache_entry_position"":48,""controlset"":1,""data_size"":84,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,76,1,0,0,0,8,0,0,2,0,0,0,76,1,0,0,0,4,0,0,4,0,0,0,3,0,0,0,64,0,0,0,4,0,0,0,1,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0],""entry_type"":{""File"":{""path"":""C:\\Users\\CozyBear\\AppData\\Local\\Temp\\{B27D3415-CAFE-489B-BCE9-40F4D7291C6E}\\.be\\VC_redist.x64.exe""}},""executed"":null,""last_modified_ts"":""2026-04-07T23:32:59.607Z"",""path_size"":194,""signature"":""10ts""}"
,C:\Users\CozyBear\AppData\Local\Temp\{9286E6A8-F72D-403A-88CD-DC45E448E3E7}\.cr\VC_redist.x64.exe,,,50,ShimcacheFileEntry,,"{""cache_entry_position"":49,""controlset"":1,""data_size"":84,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,76,1,0,0,0,8,0,0,2,0,0,0,76,1,0,0,0,4,0,0,4,0,0,0,3,0,0,0,64,0,0,0,4,0,0,0,1,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0],""entry_type"":{""File"":{""path"":""C:\\Users\\CozyBear\\AppData\\Local\\Temp\\{9286E6A8-F72D-403A-88CD-DC45E448E3E7}\\.cr\\VC_redist.x64.exe""}},""executed"":null,""last_modified_ts"":""2026-04-07T23:32:55.348Z"",""path_size"":194,""signature"":""10ts""}"
,C:\Users\CozyBear\Downloads\VC_redist.x64.exe,,,51,ShimcacheFileEntry,,"{""cache_entry_position"":50,""controlset"":1,""data_size"":604,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,1,0,76,1,200,1,0,0,196,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,76,1,0,0,0,8,0,0,2,0,0,0,76,1,0,0,0,4,0,0,4,0,0,0,3,0,0,0,64,0,0,0,4,0,0,0,1,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0],""entry_type"":{""File"":{""path"":""C:\\Users\\CozyBear\\Downloads\\VC_redist.x64.exe""}},""executed"":null,""last_modified_ts"":""2026-04-07T23:32:50.774Z"",""path_size"":90,""signature"":""10ts""}"
,,Microsoft.WindowsCamera,,52,ShimcacheProgramEntry,,"{""cache_entry_position"":51,""controlset"":1,""data_size"":100,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,1,0,100,134,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0],""entry_type"":{""Program"":{""raw_entry"":""00000009\t07e909ce00020000\t000a000065f40000\t8664\tMicrosoft.WindowsCamera\t8wekyb3d8bbwe\t"",""unknown_u32"":""00000009"",""architecture"":""Amd64"",""program_name"":""Microsoft.WindowsCamera"",""program_version"":""2025.2510.2.0"",""sdk_version"":""10.0.26100.0"",""publisher_id"":""8wekyb3d8bbwe"",""neutral"":false}},""executed"":null,""last_modified_ts"":null,""path_size"":172,""signature"":""10ts""}"
,,Microsoft.DesktopAppInstaller,,53,ShimcacheProgramEntry,,"{""cache_entry_position"":52,""controlset"":1,""data_size"":100,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,1,0,100,134,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0],""entry_type"":{""Program"":{""raw_entry"":""00000009\t0001001c00db0000\t0000000000000000\t8664\tMicrosoft.DesktopAppInstaller\t8wekyb3d8bbwe\t"",""unknown_u32"":""00000009"",""architecture"":""Amd64"",""program_name"":""Microsoft.DesktopAppInstaller"",""program_version"":""1.28.219.0"",""sdk_version"":""0.0.0.0"",""publisher_id"":""8wekyb3d8bbwe"",""neutral"":false}},""executed"":null,""last_modified_ts"":null,""path_size"":184,""signature"":""10ts""}"
,C:\Program Files\WindowsApps\Microsoft.DesktopAppInstaller_1.28.219.0_x64__8wekyb3d8bbwe\WindowsPackageManagerServer.exe,,,54,ShimcacheFileEntry,,"{""cache_entry_position"":53,""controlset"":1,""data_size"":24,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0],""entry_type"":{""File"":{""path"":""C:\\Program Files\\WindowsApps\\Microsoft.DesktopAppInstaller_1.28.219.0_x64__8wekyb3d8bbwe\\WindowsPackageManagerServer.exe""}},""executed"":null,""last_modified_ts"":""2026-04-04T02:04:56.415Z"",""path_size"":240,""signature"":""10ts""}"
,,Microsoft.StartExperiencesApp,,55,ShimcacheProgramEntry,,"{""cache_entry_position"":54,""controlset"":1,""data_size"":100,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,1,0,100,134,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0],""entry_type"":{""Program"":{""raw_entry"":""00000009\t000100f800030000\t000a0000585d0000\t8664\tMicrosoft.StartExperiencesApp\t8wekyb3d8bbwe\t"",""unknown_u32"":""00000009"",""architecture"":""Amd64"",""program_name"":""Microsoft.StartExperiencesApp"",""program_version"":""1.248.3.0"",""sdk_version"":""10.0.22621.0"",""publisher_id"":""8wekyb3d8bbwe"",""neutral"":false}},""executed"":null,""last_modified_ts"":null,""path_size"":184,""signature"":""10ts""}"
